3-65 BEACH 56 STREET
4143 THIRD AVENUE
2360 BENSON AVENUE
2441 WALLACE AVENUE
2060 LAFAYETTE AVENUE
191 VERMONT AVENUE
95 GROVE STREET
8301 SHORE ROAD
1050 Targee Street
240 EAST 109 STREET
331 EAST 91ST STREET
73-10 34 AVENUE
1865 MORRIS AVENUE
333 EAST 151 STREET
21 WEST 111 STREET
2424 JEROME AVENUE
350 67 STREET
109-15 98 STREET
273 NEWPORT STREET
4222 4th Avenue
157 WILSON STREET
35-12 35TH AVENUE
1440 STORY AVENUE
227-243 WEST 61ST STREET
313 EAST 183RD STREET
213 OSBORN STREET
525 EAST HOUSTON STREET
20 WEST 112 STREET
430 HOWARD AVENUE
3050 WEBSTER AVENUE
695 EAST 182ND STREET
1100 ELM AVENUE
91-02 88 AVENUE
145-01 119 AVENUE
76 RIVERDALE AVENUE
1260 FRANKLIN AVENUE
43 WEST  22 STREET
93 NAGLE AVENUE
134 WEST 122 STREET
4001 18 AVENUE
144-80 BARCLAY AVENUE
1328 PUTNAM AVENUE
32-63 93 STREET
4004 4 AVENUE
610 EAST  12 STREET
110-08 NORTHERN BOULEVARD
211 8TH STREET
202 SHERMAN AVE
1794 EAST 172 STREET
1600 AVENUE L
419 EAST  66 STREET
98-01 159 AVENUE
144-51 ARTHUR STREET
309 47 STREET
300 WYONA STREET/ 301 VERMONT STREET
62-85 FOREST AVENUE
61-15 OCEANIA STREET
327 CHERRY STREET
1-50 51ST AVENUE
317 WEST  52ND STREET
167-02 45 AVENUE
160-05 HIGHLAND AVENUE
1426 FREEPORT LOOP
1827 ARCHER STREET
55 MERRILL AVENUE
605 SHEPHERD AVENUE
190 BEACH 110 STREET
320 WEST  21 STREET
64-45 218 STREET
6565 FLATLANDS AVENUE
77 MARSH AVENUE
580 HEGEMAN AVENUE
75-10 21 AVENUE
1400 BENSON AVENUE
200 West 167th Street
1771 POPHAM AVENUE
1122 EAST 180 STREET
88-15 182 STREET
138-11 35 AVENUE
360 EAST 145 STREET
5105 Fort Hamilton Parkway
650 ACADEMY STREET
2075 84 STREET
15 FAIRFIELD STREET
101-01 ROCKAWAY BOULEVARD
54-25 SKILLMAN AVENUE
93-11 34 AVENUE
1449 SHAKESPEARE AVENUE
976 PRESIDENT STREET
200-01 42 AVENUE
147-26 25 DRIVE
71 SAND LANE
46-21 COLDEN STREET
101-24 SEAVIEW AVENUE
319 EAST 117 STREET
94-25 117TH STREET
1001 EAST 100 STREET
345 DEAN STREET
2225 WEBSTER AVENUE
1390 WILLOUGHBY AVENUE
600 SAINT ANN'S AVENUE
33-52 62 STREET
91 HENDERSON AVENUE
201-02 53 AVENUE
33-34 80 STREET
1600 PARK PLACE
501-503 WEST 152 STREET
1830 SHORE BOULEVARD
850 10TH AVENUE
504 WEST 158TH STREET
800 GATES AVENUE
123 MORNINGSIDE DRIVE
81-14 257 STREET
30 NATICK STREET
41 REID AVENUE
40 WEST TREMONT AVENUE
33 FERNDALE AVENUE
1866 EAST  17 STREET
660 WEST 237 STREET
800 VAN SICLEN AVE
3202 STEUBEN AVENUE
2697 WESTCHESTER AVENUE
180 CHAUNCEY STREET
677 EAST 141 STREET
71-25 113 STREET
109 RHINE AVENUE
2120 ST RAYMOND'S AVENUE
787 LAFAYETTE AVENUE
1664 BENSON AVENUE
424 LEONARD STREET
41 WEST 117 STREET
113 EAST  4TH STREET
780 POST AVENUE
153-27 88TH AVENUE
